name,Piscinas,Habitantes,Piscinas por cada 100 habitantes
Alcabón (Toledo),46,669,6.88
Alcañizo (Toledo),17,275,6.18
Alcaudete de la Jara (Toledo),128,1703,7.52
Alcolea de Tajo (Toledo),18,797,2.26
Aldea en Cabo (Toledo),19,162,11.73
Aldeanueva de Barbarroya (Toledo),18,542,3.32
Aldeanueva de San Bartolomé (Toledo),6,434,1.38
Almendral de la Cañada (Toledo),15,305,4.92
Almonacid de Toledo (Toledo),34,783,4.34
Almorox (Toledo),362,2159,16.77
Añover de Tajo (Toledo),68,5032,1.35
Arcicóllar (Toledo),191,829,23.04
Argés (Toledo),583,6341,9.19
Azután (Toledo),10,289,3.46
Barcience (Toledo),59,856,6.89
Bargas (Toledo),284,10092,2.81
Belvís de la Jara (Toledo),48,1529,3.14
Borox (Toledo),299,3706,8.07
Buenaventura (Toledo),21,430,4.88
Burguillos de Toledo (Toledo),443,3184,13.91
Burujón (Toledo),74,1308,5.66
Cabañas de la Sagra (Toledo),38,1789,2.12
Cabezamesada (Toledo),22,347,6.34
Calera y Chozas (Toledo),229,4640,4.94
Caleruela (Toledo),3,210,1.43
Calzada de Oropesa (Toledo),36,539,6.68
Camarena (Toledo),315,3745,8.41
Camarenilla (Toledo),19,556,3.42
Campillo de la Jara, El (Toledo),6,364,1.65
Camuñas (Toledo),38,1740,2.18
Cardiel de los Montes (Toledo),255,342,74.56
Carmena (Toledo),50,731,6.84
Carpio de Tajo, El (Toledo),58,1872,3.1
Carranque (Toledo),965,4761,20.27
Carriches (Toledo),33,271,12.18
Casar de Escalona, El (Toledo),1256,1743,72.06
Casarrubios del Monte (Toledo),1724,5422,31.8
Casasbuenas (Toledo),28,208,13.46
Castillo de Bayuela (Toledo),61,917,6.65
Cazalegas (Toledo),164,1725,9.51
Cebolla (Toledo),189,3263,5.79
Cedillo del Condado (Toledo),550,3687,14.92
Cerralbos, Los (Toledo),19,418,4.55
Cervera de los Montes (Toledo),31,509,6.09
Ciruelos (Toledo),62,532,11.65
Cobeja (Toledo),22,2206,1
Cobisa (Toledo),843,4269,19.75
Consuegra (Toledo),178,10098,1.76
Corral de Almaguer (Toledo),88,5355,1.64
Cuerva (Toledo),34,1335,2.55
Chozas de Canales (Toledo),332,3765,8.82
Chueca (Toledo),19,261,7.28
Domingo Pérez (Toledo),36,404,8.91
Dosbarrios (Toledo),34,2201,1.54
Erustes (Toledo),8,207,3.86
Escalona (Toledo),1962,3199,61.33
Escalonilla (Toledo),23,1437,1.6
Espinoso del Rey (Toledo),15,439,3.42
Esquivias (Toledo),333,5449,6.11
Estrella, La (Toledo),23,233,9.87
Fuensalida (Toledo),334,11032,3.03
Gálvez (Toledo),82,3016,2.72
Garciotum (Toledo),34,187,18.18
Gerindote (Toledo),49,2289,2.14
Guadamur (Toledo),102,1781,5.73
Guardia, La (Toledo),68,2236,3.04
Herencias, Las (Toledo),93,798,11.65
Herreruela de Oropesa (Toledo),23,334,6.89
Hinojosa de San Vicente (Toledo),14,394,3.55
Hontanar (Toledo),12,152,7.89
Hormigos (Toledo),526,680,77.35
Huecas (Toledo),156,683,22.84
Huerta de Valdecarábanos (Toledo),16,1681,0.95
Iglesuela, La (Toledo),49,406,12.07
Illescas (Toledo),1168,28064,4.16
Lagartera (Toledo),30,1405,2.14
Layos (Toledo),119,685,17.37
Lillo (Toledo),102,2600,3.92
Lominchar (Toledo),161,2345,6.87
Lucillos (Toledo),90,573,15.71
Madridejos (Toledo),155,10532,1.47
Magán (Toledo),177,3401,5.2
Malpica de Tajo (Toledo),55,1732,3.18
Manzaneque (Toledo),33,396,8.33
Maqueda (Toledo),38,461,8.24
Marjaliza (Toledo),43,255,16.86
Marrupe (Toledo),20,153,13.07
Mascaraque (Toledo),63,439,14.35
Mata, La (Toledo),26,853,3.05
Mazarambroz (Toledo),81,1258,6.44
Mejorada (Toledo),38,1265,3
Menasalbas (Toledo),79,2702,2.92
Méntrida (Toledo),1285,4957,25.92
Mesegar de Tajo (Toledo),40,222,18.02
Miguel Esteban (Toledo),114,4908,2.32
Mocejón (Toledo),125,4829,2.59
Mohedas de la Jara (Toledo),12,407,2.95
Montearagón (Toledo),70,506,13.83
Montesclaros (Toledo),28,408,6.86
Mora (Toledo),281,9737,2.89
Nambroca (Toledo),540,4610,11.71
Nava de Ricomalillo, La (Toledo),17,538,3.16
Navahermosa (Toledo),188,3647,5.15
Navalcán (Toledo),56,2042,2.74
Navalmoralejo (Toledo),3,62,4.84
Navalmorales, Los (Toledo),137,2567,5.34
Navalucillos, Los (Toledo),100,2171,4.61
Navamorcuende (Toledo),48,626,7.67
Noblejas (Toledo),112,3486,3.21
Noez (Toledo),48,881,5.45
Nombela (Toledo),126,883,14.27
Novés (Toledo),204,2767,7.37
Numancia de la Sagra (Toledo),370,4846,7.64
Nuño Gómez (Toledo),9,131,6.87
Ocaña (Toledo),78,11067,0.7
Olías del Rey (Toledo),595,7657,7.77
Ontígola (Toledo),290,4279,6.78
Orgaz (Toledo),123,2624,4.69
Oropesa (Toledo),60,2658,2.26
Otero (Toledo),95,338,28.11
Palomeque (Toledo),574,907,63.29
Pantoja (Toledo),90,3238,2.78
Paredes de Escalona (Toledo),35,119,29.41
Parrillas (Toledo),31,343,9.04
Pelahustán (Toledo),23,305,7.54
Pepino (Toledo),780,2907,26.83
Polán (Toledo),119,3788,3.14
Portillo de Toledo (Toledo),56,2188,2.56
Puebla de Almoradiel, La (Toledo),78,5278,1.48
Puebla de Montalbán, La (Toledo),165,7811,2.11
Pueblanueva, La (Toledo),93,2188,4.25
Puente del Arzobispo, El (Toledo),22,1246,1.77
Puerto de San Vicente (Toledo),5,161,3.11
Pulgar (Toledo),75,1521,4.93
Quero (Toledo),40,1006,3.98
Quintanar de la Orden (Toledo),178,10918,1.63
Quismondo (Toledo),77,1511,5.1
Real de San Vicente, El (Toledo),68,945,7.2
Recas (Toledo),113,4206,2.69
Retamoso de la Jara (Toledo),12,105,11.43
Rielves (Toledo),27,741,3.64
Robledo del Mazo (Toledo),23,289,7.96
Romeral, El (Toledo),17,594,2.86
San Bartolomé de las Abiertas (Toledo),19,438,4.34
San Martín de Montalbán (Toledo),51,726,7.02
San Martín de Pusa (Toledo),55,694,7.93
San Pablo de los Montes (Toledo),98,1805,5.43
San Román de los Montes (Toledo),848,1871,45.32
Santa Ana de Pusa (Toledo),33,365,9.04
Santa Cruz de la Zarza (Toledo),68,4238,1.6
Santa Cruz del Retamar (Toledo),1693,2946,57.47
Santa Olalla (Toledo),285,3217,8.86
Segurilla (Toledo),18,1353,1.33
Seseña (Toledo),1230,24255,5.07
Sevilleja de la Jara (Toledo),28,698,4.01
Sonseca (Toledo),306,11021,2.78
Sotillo de las Palomas (Toledo),34,193,17.62
Talavera de la Reina (Toledo),1627,83009,1.96
Tembleque (Toledo),43,1996,2.15
Toboso, El (Toledo),1,1783,0.06
Toledo (Toledo),1232,84282,1.46
Torralba de Oropesa (Toledo),17,213,7.98
Torrecilla de la Jara (Toledo),24,225,10.67
Torre de Esteban Hambrán, La (Toledo),168,1702,9.87
Torrico (Toledo),17,731,2.33
Torrijos (Toledo),163,13278,1.23
Totanés (Toledo),45,346,13.01
Turleque (Toledo),35,768,4.56
Ugena (Toledo),1227,5336,22.99
Urda (Toledo),77,2558,3.01
Valdeverdeja (Toledo),18,586,3.07
Valmojado (Toledo),112,4218,2.66
Velada (Toledo),80,2865,2.79
Ventas con Peña Aguilera, Las (Toledo),55,1127,4.88
Ventas de Retamosa, Las (Toledo),553,3268,16.92
Ventas de San Julián, Las (Toledo),2,229,0.87
Villacañas (Toledo),123,9689,1.27
Villa de Don Fadrique, La (Toledo),55,3723,1.48
Villafranca de los Caballeros (Toledo),108,4929,2.19
Villaluenga de la Sagra (Toledo),141,3769,3.74
Villamiel de Toledo (Toledo),159,867,18.34
Villaminaya (Toledo),17,539,3.15
Villamuelas (Toledo),13,620,2.1
Villanueva de Alcardete (Toledo),59,3298,1.79
Villanueva de Bogas (Toledo),25,728,3.43
Villarejo de Montalbán (Toledo),11,73,15.07
Villarrubia de Santiago (Toledo),49,2582,1.9
Villaseca de la Sagra (Toledo),26,1793,1.45
Villasequilla (Toledo),43,2496,1.72
Villatobas (Toledo),75,2390,3.14
Viso de San Juan, El (Toledo),2101,4351,48.29
Yébenes, Los (Toledo),146,5983,2.44
Yeles (Toledo),843,5164,16.32
Yepes (Toledo),86,5083,1.69
Yuncler (Toledo),297,3759,7.9
Yunclillos (Toledo),62,809,7.66
Yuncos (Toledo),1026,10968,9.35
Santo Domingo-Caudilla (Toledo),42,1024,4.1
Ademuz (Valencia/Val√®ncia),7,1046,0.67
Ador (Valencia/Val√®ncia),188,1393,13.5
Atzeneta d'Albaida (Valencia/Val√®ncia),37,1162,3.18
Agullent (Valencia/Val√®ncia),226,2413,9.37
Alaquàs (Valencia/Val√®ncia),18,29341,0.06
Albaida (Valencia/Val√®ncia),304,5908,5.15
Albal (Valencia/Val√®ncia),74,16270,0.45
Albalat de la Ribera (Valencia/Val√®ncia),65,3329,1.95
Albalat dels Sorells (Valencia/Val√®ncia),17,3944,0.43
Albalat dels Tarongers (Valencia/Val√®ncia),1084,1202,90.18
Alberic (Valencia/Val√®ncia),834,10556,7.9
Alborache (Valencia/Val√®ncia),355,1127,31.5
Alboraia/Alboraya (Valencia/Val√®ncia),106,24222,0.44
Albuixech (Valencia/Val√®ncia),12,3983,0.3
Alcàsser (Valencia/Val√®ncia),25,9908,0.25
Alcàntera de Xúquer (Valencia/Val√®ncia),7,1297,0.54
Alzira (Valencia/Val√®ncia),2558,44393,5.76
Alcublas (Valencia/Val√®ncia),15,654,2.29
Alcúdia, l' (Valencia/Val√®ncia),167,11938,1.4
Alcúdia de Crespins, l' (Valencia/Val√®ncia),140,5188,2.7
Aldaia (Valencia/Val√®ncia),69,31492,0.22
Alfafar (Valencia/Val√®ncia),17,20763,0.08
Alfauir (Valencia/Val√®ncia),17,440,3.86
Alfara de la Baronia (Valencia/Val√®ncia),89,539,16.51
Alfara del Patriarca (Valencia/Val√®ncia),16,3314,0.48
Alfarp (Valencia/Val√®ncia),397,1532,25.91
Alfarrasí (Valencia/Val√®ncia),42,1262,3.33
Algar de Palancia (Valencia/Val√®ncia),184,470,39.15
Algemesí (Valencia/Val√®ncia),163,27285,0.6
Algimia de Alfara (Valencia/Val√®ncia),166,1019,16.29
Alginet (Valencia/Val√®ncia),781,13100,5.96
Almàssera (Valencia/Val√®ncia),22,7295,0.3
Almiserà (Valencia/Val√®ncia),42,258,16.28
Almoines (Valencia/Val√®ncia),7,2379,0.29
Almussafes (Valencia/Val√®ncia),29,8932,0.32
Alpuente (Valencia/Val√®ncia),7,637,1.1
Alqueria de la Comtessa, l' (Valencia/Val√®ncia),14,1418,0.99
Andilla (Valencia/Val√®ncia),48,303,15.84
Anna (Valencia/Val√®ncia),158,2638,5.99
Antella (Valencia/Val√®ncia),33,1209,2.73
Aras de los Olmos (Valencia/Val√®ncia),7,374,1.87
Aielo de Malferit (Valencia/Val√®ncia),157,4646,3.38
Aielo de Rugat (Valencia/Val√®ncia),12,155,7.74
Ayora (Valencia/Val√®ncia),309,5276,5.86
Barxeta (Valencia/Val√®ncia),204,1604,12.72
Barx (Valencia/Val√®ncia),306,1229,24.9
B√®lgida (Valencia/Val√®ncia),28,672,4.17
Bellreguard (Valencia/Val√®ncia),66,4549,1.45
Bellús (Valencia/Val√®ncia),15,314,4.78
Benagéber (Valencia/Val√®ncia),1,190,0.53
Benaguasil (Valencia/Val√®ncia),600,10878,5.52
Benavites (Valencia/Val√®ncia),4,594,0.67
Beneixida (Valencia/Val√®ncia),62,648,9.57
Benetússer (Valencia/Val√®ncia),6,14668,0.04
Beniarjó (Valencia/Val√®ncia),46,1746,2.63
Beniatjar (Valencia/Val√®ncia),1,224,0.45
Benicolet (Valencia/Val√®ncia),59,582,10.14
Benifairó de les Valls (Valencia/Val√®ncia),4,2168,0.18
Benifairó de la Valldigna (Valencia/Val√®ncia),113,1580,7.15
Benifaió (Valencia/Val√®ncia),181,11930,1.52
Beniflá (Valencia/Val√®ncia),2,455,0.44
Benigànim (Valencia/Val√®ncia),338,5899,5.73
Benimodo (Valencia/Val√®ncia),85,2241,3.79
Benimuslem (Valencia/Val√®ncia),18,660,2.73
Beniparrell (Valencia/Val√®ncia),5,1931,0.26
Benirredrà (Valencia/Val√®ncia),6,1576,0.38
Benissanó (Valencia/Val√®ncia),68,2224,3.06
Benissoda (Valencia/Val√®ncia),32,418,7.66
Benissuera (Valencia/Val√®ncia),14,180,7.78
Bétera (Valencia/Val√®ncia),3275,23647,13.85
Bicorp (Valencia/Val√®ncia),18,524,3.44
Bocairent (Valencia/Val√®ncia),427,4214,10.13
Bolbaite (Valencia/Val√®ncia),75,1347,5.57
Bonrepós i Mirambell (Valencia/Val√®ncia),6,3645,0.16
Bufali (Valencia/Val√®ncia),11,159,6.92
Bugarra (Valencia/Val√®ncia),50,715,6.99
Buñol (Valencia/Val√®ncia),342,9517,3.59
Burjassot (Valencia/Val√®ncia),21,37584,0.06
Calles (Valencia/Val√®ncia),90,342,26.32
Camporrobles (Valencia/Val√®ncia),5,1195,0.42
Canals (Valencia/Val√®ncia),822,13588,6.05
Canet d'En Berenguer (Valencia/Val√®ncia),193,6575,2.94
Carcaixent (Valencia/Val√®ncia),742,20424,3.63
Càrcer (Valencia/Val√®ncia),40,1876,2.13
Carlet (Valencia/Val√®ncia),830,15514,5.35
Carrícola (Valencia/Val√®ncia),14,93,15.05
Casas Altas (Valencia/Val√®ncia),3,136,2.21
Casas Bajas (Valencia/Val√®ncia),3,172,1.74
Casinos (Valencia/Val√®ncia),312,2773,11.25
Castelló de Rugat (Valencia/Val√®ncia),22,2275,0.97
Castellonet de la Conquesta (Valencia/Val√®ncia),6,145,4.14
Castielfabib (Valencia/Val√®ncia),8,306,2.61
Catadau (Valencia/Val√®ncia),603,2830,21.31
Catarroja (Valencia/Val√®ncia),70,27827,0.25
Caudete de las Fuentes (Valencia/Val√®ncia),7,696,1.01
Cerdà (Valencia/Val√®ncia),4,334,1.2
Cofrentes (Valencia/Val√®ncia),16,1125,1.42
Corbera (Valencia/Val√®ncia),442,3160,13.99
Cortes de Pallás (Valencia/Val√®ncia),32,818,3.91
Cotes (Valencia/Val√®ncia),22,332,6.63
Quart de les Valls (Valencia/Val√®ncia),55,992,5.54
Quart de Poblet (Valencia/Val√®ncia),46,24536,0.19
Quartell (Valencia/Val√®ncia),12,1561,0.77
Quatretonda (Valencia/Val√®ncia),131,2239,5.85
Cullera (Valencia/Val√®ncia),624,21918,2.85
Chelva (Valencia/Val√®ncia),78,1498,5.21
Chella (Valencia/Val√®ncia),243,2469,9.84
Chera (Valencia/Val√®ncia),11,494,2.23
Cheste (Valencia/Val√®ncia),780,8319,9.38
Xirivella (Valencia/Val√®ncia),9,29108,0.03
Chiva (Valencia/Val√®ncia),3901,14941,26.11
Chulilla (Valencia/Val√®ncia),75,615,12.2
Daimús (Valencia/Val√®ncia),259,3128,8.28
Domeño (Valencia/Val√®ncia),82,704,11.65
Dos Aguas (Valencia/Val√®ncia),24,355,6.76
Eliana, l' (Valencia/Val√®ncia),4582,18050,25.39
Enguera (Valencia/Val√®ncia),531,4800,11.06
Énova, l' (Valencia/Val√®ncia),49,903,5.43
Estivella (Valencia/Val√®ncia),273,1432,19.06
Estubeny (Valencia/Val√®ncia),8,122,6.56
Faura (Valencia/Val√®ncia),8,3547,0.23
Favara (Valencia/Val√®ncia),48,2490,1.93
Fontanars dels Alforins (Valencia/Val√®ncia),59,979,6.03
Fortaleny (Valencia/Val√®ncia),16,1030,1.55
Foios (Valencia/Val√®ncia),40,7342,0.54
Font d'En Carrós, la (Valencia/Val√®ncia),247,3790,6.52
Font de la Figuera, la (Valencia/Val√®ncia),44,2038,2.16
Fuenterrobles (Valencia/Val√®ncia),6,682,0.88
Gavarda (Valencia/Val√®ncia),31,1058,2.93
Gandia (Valencia/Val√®ncia),1145,73829,1.55
Genovés (Valencia/Val√®ncia),351,2828,12.41
Gestalgar (Valencia/Val√®ncia),19,554,3.43
Gilet (Valencia/Val√®ncia),599,3276,18.28
Godella (Valencia/Val√®ncia),886,13058,6.79
Godelleta (Valencia/Val√®ncia),1690,3462,48.82
Granja de la Costera, la (Valencia/Val√®ncia),4,297,1.35
Guadasséquies (Valencia/Val√®ncia),29,444,6.53
Guadassuar (Valencia/Val√®ncia),270,5914,4.57
Guardamar de la Safor (Valencia/Val√®ncia),40,491,8.15
Higueruelas (Valencia/Val√®ncia),17,508,3.35
Jalance (Valencia/Val√®ncia),13,845,1.54
Xeraco (Valencia/Val√®ncia),157,5702,2.75
Jarafuel (Valencia/Val√®ncia),22,776,2.84
Xàtiva (Valencia/Val√®ncia),1461,29045,5.03
Xeresa (Valencia/Val√®ncia),25,2145,1.17
Llíria (Valencia/Val√®ncia),5520,22972,24.03
Loriguilla (Valencia/Val√®ncia),79,1984,3.98
Losa del Obispo (Valencia/Val√®ncia),10,504,1.98
Llutxent (Valencia/Val√®ncia),109,2373,4.59
Llocnou d'En Fenollet (Valencia/Val√®ncia),48,893,5.38
Llocnou de la Corona (Valencia/Val√®ncia),2,118,1.69
Llocnou de Sant Jeroni (Valencia/Val√®ncia),16,542,2.95
Llanera de Ranes (Valencia/Val√®ncia),58,1049,5.53
Llaurí (Valencia/Val√®ncia),157,1209,12.99
Llombai (Valencia/Val√®ncia),391,2686,14.56
Llosa de Ranes, la (Valencia/Val√®ncia),137,3585,3.82
Macastre (Valencia/Val√®ncia),267,1240,21.53
Manises (Valencia/Val√®ncia),764,30693,2.49
Manuel (Valencia/Val√®ncia),67,2439,2.75
Marines (Valencia/Val√®ncia),225,1828,12.31
Massalavés (Valencia/Val√®ncia),31,1575,1.97
Massalfassar (Valencia/Val√®ncia),13,2480,0.52
Massamagrell (Valencia/Val√®ncia),19,15752,0.12
Massanassa (Valencia/Val√®ncia),21,9538,0.22
Meliana (Valencia/Val√®ncia),25,10662,0.23
Millares (Valencia/Val√®ncia),3,346,0.87
Miramar (Valencia/Val√®ncia),96,2599,3.69
Mislata (Valencia/Val√®ncia),10,43278,0.02
Mogente/Moixent (Valencia/Val√®ncia),349,4318,8.08
Moncada (Valencia/Val√®ncia),693,21802,3.18
Montserrat (Valencia/Val√®ncia),3083,7583,40.66
Montaverner (Valencia/Val√®ncia),35,1631,2.15
Montesa (Valencia/Val√®ncia),99,1180,8.39
Montitxelvo/Montichelvo (Valencia/Val√®ncia),11,605,1.82
Montroi/Montroy (Valencia/Val√®ncia),1168,2822,41.39
Museros (Valencia/Val√®ncia),107,6291,1.7
Náquera (Valencia/Val√®ncia),2869,6205,46.24
Navarrés (Valencia/Val√®ncia),226,2975,7.6
Novelé/Novetl√® (Valencia/Val√®ncia),64,838,7.64
Oliva (Valencia/Val√®ncia),1591,25199,6.31
Olocau (Valencia/Val√®ncia),1614,1766,91.39
Olleria, l' (Valencia/Val√®ncia),507,8225,6.16
Ontinyent (Valencia/Val√®ncia),2104,35395,5.94
Otos (Valencia/Val√®ncia),4,446,0.9
Paiporta (Valencia/Val√®ncia),92,25309,0.36
Palma de Gandía (Valencia/Val√®ncia),386,1543,25.02
Palmera (Valencia/Val√®ncia),10,1047,0.96
Palomar, el (Valencia/Val√®ncia),25,576,4.34
Paterna (Valencia/Val√®ncia),3597,69156,5.2
Pedralba (Valencia/Val√®ncia),940,2777,33.85
Petrés (Valencia/Val√®ncia),41,969,4.23
Picanya (Valencia/Val√®ncia),100,11409,0.88
Picassent (Valencia/Val√®ncia),2388,20709,11.53
Piles (Valencia/Val√®ncia),92,2688,3.42
Pinet (Valencia/Val√®ncia),3,156,1.92
Polinyà de Xúquer (Valencia/Val√®ncia),71,2459,2.89
Potries (Valencia/Val√®ncia),39,1014,3.85
Pobla de Farnals, la (Valencia/Val√®ncia),83,7840,1.06
Pobla del Duc, la (Valencia/Val√®ncia),57,2537,2.25
Pobla de Vallbona, la (Valencia/Val√®ncia),4077,24068,16.94
Pobla Llarga, la (Valencia/Val√®ncia),141,4482,3.15
Puig de Santa Maria, el (Valencia/Val√®ncia),251,8566,2.93
Pu√ßol (Valencia/Val√®ncia),573,19455,2.95
Quesa (Valencia/Val√®ncia),36,662,5.44
Rafelbunyol (Valencia/Val√®ncia),92,8929,1.03
Rafelcofer (Valencia/Val√®ncia),22,1358,1.62
Rafelguaraf (Valencia/Val√®ncia),350,2370,14.77
Ráfol de Salem (Valencia/Val√®ncia),7,440,1.59
Real de Gandia, el (Valencia/Val√®ncia),123,2395,5.14
Real (Valencia/Val√®ncia),319,2152,14.82
Requena (Valencia/Val√®ncia),437,20227,2.16
Riba-roja de Túria (Valencia/Val√®ncia),3188,21992,14.5
Riola (Valencia/Val√®ncia),24,1734,1.38
Rocafort (Valencia/Val√®ncia),405,7160,5.66
Rotglà i Corberà (Valencia/Val√®ncia),117,1114,10.5
Rótova (Valencia/Val√®ncia),44,1262,3.49
Rugat (Valencia/Val√®ncia),17,162,10.49
Sagunto/Sagunt (Valencia/Val√®ncia),1967,65669,3
Salem (Valencia/Val√®ncia),18,433,4.16
Sant Joanet (Valencia/Val√®ncia),6,486,1.23
Sedaví (Valencia/Val√®ncia),18,10245,0.18
Segart (Valencia/Val√®ncia),59,158,37.34
Sellent (Valencia/Val√®ncia),23,379,6.07
Sempere (Valencia/Val√®ncia),2,35,5.71
Senyera (Valencia/Val√®ncia),13,1143,1.14
Serra (Valencia/Val√®ncia),705,3091,22.81
Siete Aguas (Valencia/Val√®ncia),168,1171,14.35
Silla (Valencia/Val√®ncia),44,18467,0.24
Simat de la Valldigna (Valencia/Val√®ncia),250,3325,7.52
Sinarcas (Valencia/Val√®ncia),23,1124,2.05
Sollana (Valencia/Val√®ncia),52,4884,1.06
Sot de Chera (Valencia/Val√®ncia),17,352,4.83
Sueca (Valencia/Val√®ncia),488,27460,1.78
Sumacàrcer (Valencia/Val√®ncia),42,1109,3.79
Tavernes Blanques (Valencia/Val√®ncia),8,9117,0.09
Tavernes de la Valldigna (Valencia/Val√®ncia),243,17158,1.42
Teresa de Cofrentes (Valencia/Val√®ncia),78,650,12
Terrateig (Valencia/Val√®ncia),45,280,16.07
Titaguas (Valencia/Val√®ncia),7,459,1.53
Torrebaja (Valencia/Val√®ncia),6,397,1.51
Torrella (Valencia/Val√®ncia),8,148,5.41
Torrent (Valencia/Val√®ncia),5926,81245,7.29
Torres Torres (Valencia/Val√®ncia),354,640,55.31
Tous (Valencia/Val√®ncia),28,1254,2.23
Tuéjar (Valencia/Val√®ncia),28,1132,2.47
Turís (Valencia/Val√®ncia),21,6623,0.32
Utiel (Valencia/Val√®ncia),184,11540,1.59
Val√®ncia (Valencia/Val√®ncia),668,791413,0.08
Vallada (Valencia/Val√®ncia),372,3036,12.25
Vallanca (Valencia/Val√®ncia),1,126,0.79
Vallés (Valencia/Val√®ncia),15,157,9.55
Venta del Moro (Valencia/Val√®ncia),33,1242,2.66
Vilallonga/Villalonga (Valencia/Val√®ncia),330,4303,7.67
Vilamarxant (Valencia/Val√®ncia),2358,9550,24.69
Villanueva de Castellón (Valencia/Val√®ncia),262,7095,3.69
Villar del Arzobispo (Valencia/Val√®ncia),206,3579,5.76
Villargordo del Cabriel (Valencia/Val√®ncia),11,586,1.88
Vinalesa (Valencia/Val√®ncia),5,3380,0.15
Yátova (Valencia/Val√®ncia),174,2073,8.39
Yesa, La (Valencia/Val√®ncia),5,227,2.2
Zarra (Valencia/Val√®ncia),43,365,11.78
Gátova (Valencia/Val√®ncia),24,392,6.12
San Antonio de Benagéber (Valencia/Val√®ncia),1218,8846,13.77
Benicull de Xúquer (Valencia/Val√®ncia),108,974,11.09
Adalia (Valladolid),1,58,1.72
Aguilar de Campos (Valladolid),3,244,1.23
Alaejos (Valladolid),13,1382,0.94
Alcazarén (Valladolid),18,640,2.81
Aldea de San Miguel (Valladolid),4,222,1.8
Aldeamayor de San Martín (Valladolid),214,5455,3.92
Almenara de Adaja (Valladolid),1,21,4.76
Amusquillo (Valladolid),2,105,1.9
Arroyo de la Encomienda (Valladolid),235,19632,1.2
Ataquines (Valladolid),6,549,1.09
Becilla de Valderaduey (Valladolid),3,244,1.23
Benafarces (Valladolid),4,68,5.88
Bercero (Valladolid),8,210,3.81
Berrueces (Valladolid),5,95,5.26
Bobadilla del Campo (Valladolid),6,298,2.01
Bocigas (Valladolid),6,84,7.14
Bocos de Duero (Valladolid),3,61,4.92
Boecillo (Valladolid),234,4154,5.63
